motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_94744889_94745271	107	6.926	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_134165245_134165708	98	6.12572	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	6_54119786_54120240	90	6.11265	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	3_93597173_93597711	55	6.11174	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_132269660_132270192	23	3.2805	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	5_115489477_115490571	7	2.95256	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_87471534_87471783	87	2.94324	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_153809056_153809490	112	2.92186	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_130156921_130157373	66	2.53006	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	17_50097760_50098355	230	2.05818	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	19_53257763_53257970	268	1.98351	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	8_105820931_105821365	196	1.91223	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_117189864_117190617	17	1.8079	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	16_45657615_45658029	28	1.76755	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	8_71591261_71592290	134	1.71255	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_83271412_83272065	54	1.67848	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_69073397_69073912	27	1.66059	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	7_66043457_66044133	117	1.63392	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	10_8342582_8343064	81	1.57453	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	4_94740329_94740541	109	1.55594	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	6_129275246_129275574	93	1.42528	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	15_12007915_12008541	48	1.42459	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	3_87566103_87566512	281	1.4182	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_87426621_87427471	2	1.33627	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_6012000_6012223	62	1.28879	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	5_105718087_105718738	57	1.26692	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	5_72219616_72219993	61	1.25365	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_87422869_87423338	12	1.25047	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	1_180956978_180957461	114	1.15477	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	9_31418715_31419250	50	1.14985	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	11_101658301_101658947	4	1.12573	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	5_100200770_100201092	59	1.10005	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	2_173293091_173293473	240	1.05939	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	9_104098178_104098593	65	1.03034	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0634.1	1_171502394_171503236	14	1.01158	tp
#
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	2_3964410_3964707	249	10.3354	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	4_94744889_94745271	107	6.87299	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	1_171037010_171037243	96	6.7178	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	6_129275246_129275574	93	6.36357	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	11_83271412_83272065	54	5.77121	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	4_134165245_134165708	98	4.67069	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	11_87471534_87471783	87	4.64822	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	12_110690374_110690754	53	4.30401	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	10_118216000_118216491	188	4.28894	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	5_20332570_20333027	37	4.06039	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	8_120984942_120985216	285	3.83969	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	11_87462394_87462974	46	3.40022	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	15_12007915_12008541	48	3.25309	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	11_101658301_101658947	4	3.24833	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	7_81100419_81100777	199	3.09398	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	9_107334460_107334650	276	2.96299	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	3_148220873_148221247	45	2.90749	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	4_154944285_154944639	60	2.8825	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	2_173293091_173293473	240	2.88098	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	10_22867175_22867556	84	2.83733	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	10_19062017_19062808	29	2.75618	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	11_87426621_87427471	2	2.54948	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	16_4552752_4553178	273	2.52851	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	1_72254647_72255750	20	2.48052	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	5_141884220_141884652	34	2.37334	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	6_54119786_54120240	90	2.35422	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	6_54116328_54116592	85	2.33175	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	4_132269660_132270192	23	2.25818	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	1_171502394_171503236	14	2.23629	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	11_69073397_69073912	27	2.15643	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	19_32223789_32224320	77	2.01567	tp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	5_101938270_101938543	192	1.96364	fp
../../LFS/genomeData/JASPAR_motifs.meme	MA0151.1	17_34968450_34968760	26	1.87554	tp
