ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1902105	regulation of leukocyte differentiation	13/115	306/21351	1.10288146046579e-08	3.01527791291348e-05	2.27425766426578e-05	ENSMUSG00000052684/ENSMUSG00000021250/ENSMUSG00000021270/ENSMUSG00000000982/ENSMUSG00000020689/ENSMUSG00000041417/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000022878/ENSMUSG00000042817/ENSMUSG00000026288/ENSMUSG00000021457/ENSMUSG00000045817	13
GO:0046777	protein autophosphorylation	11/115	237/21351	6.45170040306899e-08	8.81947445099531e-05	6.65204267874324e-05	ENSMUSG00000015656/ENSMUSG00000052684/ENSMUSG00000022897/ENSMUSG00000057897/ENSMUSG00000030849/ENSMUSG00000024423/ENSMUSG00000036273/ENSMUSG00000027692/ENSMUSG00000022878/ENSMUSG00000042817/ENSMUSG00000021457	11
GO:1903706	regulation of hemopoiesis	13/115	394/21351	2.10802282525033e-07	0.000192111146807814	0.000144898832093523	ENSMUSG00000052684/ENSMUSG00000021250/ENSMUSG00000021270/ENSMUSG00000000982/ENSMUSG00000020689/ENSMUSG00000041417/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000022878/ENSMUSG00000042817/ENSMUSG00000026288/ENSMUSG00000021457/ENSMUSG00000045817	13
GO:1902107	positive regulation of leukocyte differentiation	9/115	178/21351	5.23461587422811e-07	0.000286228796002793	0.000215886578897113	ENSMUSG00000052684/ENSMUSG00000021250/ENSMUSG00000021270/ENSMUSG00000000982/ENSMUSG00000020689/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000026288/ENSMUSG00000021457	9
GO:1903708	positive regulation of hemopoiesis	9/115	178/21351	5.23461587422811e-07	0.000286228796002793	0.000215886578897113	ENSMUSG00000052684/ENSMUSG00000021250/ENSMUSG00000021270/ENSMUSG00000000982/ENSMUSG00000020689/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000026288/ENSMUSG00000021457	9
GO:0001819	positive regulation of cytokine production	13/115	450/21351	9.46515768279081e-07	0.000431295685079168	0.000325302524571705	ENSMUSG00000021270/ENSMUSG00000042333/ENSMUSG00000000982/ENSMUSG00000058914/ENSMUSG00000041417/ENSMUSG00000036273/ENSMUSG00000015619/ENSMUSG00000022878/ENSMUSG00000042817/ENSMUSG00000038418/ENSMUSG00000021457/ENSMUSG00000032238/ENSMUSG00000051498	13
GO:1903131	mononuclear cell differentiation	13/115	465/21351	1.36308518956222e-06	0.000532382129751872	0.000401546449075547	ENSMUSG00000052684/ENSMUSG00000021270/ENSMUSG00000020605/ENSMUSG00000041417/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000042817/ENSMUSG00000026288/ENSMUSG00000038418/ENSMUSG00000021457/ENSMUSG00000032238/ENSMUSG00000034116/ENSMUSG00000045817	13
GO:0030098	lymphocyte differentiation	12/115	420/21351	2.85052422210127e-06	0.000974166652903109	0.000734760125144262	ENSMUSG00000021270/ENSMUSG00000020605/ENSMUSG00000041417/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000042817/ENSMUSG00000026288/ENSMUSG00000038418/ENSMUSG00000021457/ENSMUSG00000032238/ENSMUSG00000034116/ENSMUSG00000045817	12
GO:0060249	anatomical structure homeostasis	12/115	425/21351	3.21862609950439e-06	0.000977747084005	0.000737460646658374	ENSMUSG00000091971/ENSMUSG00000021270/ENSMUSG00000059089/ENSMUSG00000020689/ENSMUSG00000023944/ENSMUSG00000042817/ENSMUSG00000026288/ENSMUSG00000021457/ENSMUSG00000020897/ENSMUSG00000021337/ENSMUSG00000030201/ENSMUSG00000059586	12
GO:0030217	T cell differentiation	10/115	288/21351	3.6559379388392e-06	0.000999533432478638	0.000753892886545895	ENSMUSG00000021270/ENSMUSG00000020605/ENSMUSG00000076431/ENSMUSG00000015619/ENSMUSG00000042817/ENSMUSG00000038418/ENSMUSG00000021457/ENSMUSG00000032238/ENSMUSG00000034116/ENSMUSG00000045817	10
