motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	1_36796782_36797036	137	29.2806	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_88595630_88595875_shuf_3	1408	29.1507	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	10_99132268_99132536	364	28.3797	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_74479772_74480039_shuf_1	721	27.916	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	10_80429842_80429995_shuf_3	1496	26.8889	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	7_25711201_25711425	220	26.8322	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	1_36796782_36797036_shuf_3	1367	26.202	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	9_102632130_102632463_shuf_1	633	25.5981	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	10_45103208_45103525	105	24.6913	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	5_36378017_36378359	160	24.6299	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_119108627_119108824_shuf_2	1198	24.4659	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	5_136641294_136641602	133	23.786	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_68126005_68126398	275	23.6969	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	8_71597478_71597756	148	23.511	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	12_84691353_84691779	33	22.8704	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	9_102632130_102632463	223	22.6342	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	13_51926814_51927268	212	21.3417	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	2_173026605_173027185	29	21.2036	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	15_59714502_59714867_shuf_1	819	20.8825	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_116607808_116608214	46	20.4688	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	10_128438804_128439289_shuf_3	1288	20.0652	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	16_16863923_16864341	12	19.8742	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	5_36378017_36378359_shuf_1	570	19.409	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_119108627_119108824	378	19.1016	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	2_117862308_117862634_shuf_1	617	18.0349	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	4_58941693_58941953	227	17.5483	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	15_99890872_99891257	202	17.4689	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_22815835_22816146	86	17.392	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	14_33189760_33190069	6	17.2734	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	11_6481048_6481326_shuf_1	724	16.8178	fp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	2_167356858_167357281	321	16.6441	tp
../../data/ATAC/motifCluster/MPP3_WT_clus/MPP3_WT_clus_consensus_motifs.meme	Cluster_14	10_21235264_21235573	205	16.6096	tp
