Row.names	baseMean	log2FoldChange	lfcSE	pvalue	padj
4931406P16Rik	358.472374255769	-0.550271015972236	0.253611073792098	1.54591571587815e-05	0.00557169346977878
Abhd17a	503.455143436015	0.389841772735578	0.326241611476748	0.0001211363789422	0.0189450223217002
Abhd4	5446.39463853165	-0.182327486419285	0.0872106266117381	0.000680711621119219	0.0508199847424149
Acaa2	5453.93700264664	0.141125448393749	0.0626415167209567	0.00242173380682906	0.0938752202644704
Acap2	2000.07601909661	-0.227819207047045	0.141956237888209	0.000715039817009422	0.0511890148450855
Acss2	1250.66584211582	-0.204008818675146	0.171679239554289	0.00211032248645027	0.088939881566041
Adgrl4	26163.3960737808	-0.174967728050292	0.102842985435602	0.00183657246985633	0.0820335703202492
Afap1	363.339221115189	-0.29981340053645	0.29760370702847	0.000327053996402849	0.0348813099020671
Ago2	1914.05217197658	0.152530760954021	0.0784936916490578	0.00261337527356815	0.0971615470568074
Akr1c13	3041.71123002269	-0.20188509857191	0.127401703928026	0.001189669246723	0.0664857188519014
Alyref	825.011338869711	0.188460609321977	0.159462989384088	0.00284606857804898	0.0996929315102518
Ankhd1	2030.81579805737	0.170004112217372	0.104242644448345	0.00238144863811137	0.0938752202644704
Ankrd11	5457.55825995215	0.167347086243653	0.107775146270685	0.00289418228499292	0.0996929315102518
Ankrd6	288.726752414398	-0.328171311331471	0.312105526941461	0.000228633590540541	0.028417840307798
Anxa11	1257.79142318972	-0.190673935000451	0.134513892996957	0.00202745513944038	0.0868652192889831
Arf3	1776.74958866203	0.258219045801509	0.193756934679701	0.000783582979017255	0.0532963118597807
Armcx1	1301.87930250408	-0.207878233463977	0.154559105161097	0.00163755258897509	0.0785123837613193
Atg9a	352.316213324169	-0.212341846437987	0.240020543464234	0.00128928190404425	0.0687529309238291
Atp2a3	5459.52711277522	-0.276832084626502	0.203495174125272	0.000595602317962302	0.046112855017348
B230118H07Rik	2072.29853849063	-0.181850765667018	0.101948079731571	0.00129800251443087	0.0688666105625962
Bap1	4785.15826120412	-0.153374273312188	0.0809334659033917	0.00273060708130299	0.099377690430628
Bcorl1	266.819440176851	-0.393957052586744	0.29048621646646	0.000133977173538365	0.019449019691986
BE692007	189.406106056759	0.272884964087926	0.279913694950836	0.000485962951443937	0.0415399914250282
Bivm	647.55499370363	-0.214916476461259	0.149767774827686	0.00124900827274617	0.0678534802640143
Blnk	465.990947328659	0.425411836947669	0.261407540247936	8.84358528622944e-05	0.0171172506317908
Brd2	9638.95773044359	-0.195878718953794	0.07211721912091	8.53615494836007e-05	0.0168339417962754
Camkk1	713.922902602981	-0.12602355023031	0.215924098993707	0.00262400061821284	0.0971615470568074
Ccar2	3403.91744260181	-0.220737330461578	0.147170788906179	0.00100212697702549	0.061683781269464
Ccdc9	352.463876819171	0.484776975408857	0.292078873154459	4.58169427101284e-05	0.0117742266635753
Cd200	409.130376370815	-0.242930139849311	0.195909887214228	0.00107059789681134	0.063602113876078
Cdc14a	966.600497276238	-0.233598838078052	0.160973131406381	0.000905253759567697	0.0580473146932612
Cdc25a	1364.03178617526	0.304603227155745	0.178643987461145	0.000235060466875443	0.0284718320661988
Cebpg	1628.88592951646	0.264640306292407	0.153342466335583	0.000326334476408133	0.0348813099020671
Cnnm3	467.79326683057	0.207265546508761	0.180794992594118	0.00204264129616317	0.0868652192889831
Cox6a2	550.832779794263	0.181105807203162	0.224782637827239	0.00203574008250519	0.0868652192889831
Cpxm1	634.474601275396	-0.189499396453853	0.209253817601269	0.00240622807142004	0.0938752202644704
Ctc1	3838.44575965303	-0.177600850570345	0.104866934859453	0.00172836324753951	0.0800422258622849
Dcaf7	5185.44262421195	-0.258761586312814	0.100189751494232	2.32652199455818e-05	0.00784413157649099
Dctpp1	7436.5454247552	0.144198222185985	0.0638867891721455	0.00212088247453019	0.0890259583284722
Ddx58	1866.85196204371	-0.361399292558172	0.162690548815167	4.33218173094282e-05	0.0117742266635753
Def8	6697.70244490894	-0.472897724844496	0.141630657637177	1.85814408961884e-06	0.00128276232344623
Dgkd	2223.80780826893	-0.304209919186627	0.109802867742775	7.71492214252953e-06	0.00335984859307161
Diaph3	1967.39995361268	-0.179679218864219	0.105740084811617	0.00161547449298995	0.07781078064853
Dnajc6	1239.6560573092	-0.432177895764349	0.121218919532012	8.00029023608528e-07	0.000696825279563028
Dnmt1	12623.0124866588	-0.163918659071093	0.0802812246974434	0.00143878953541354	0.0730011078841858
Dtnbp1	3602.82147266424	0.457306565653422	0.154500073464827	5.14150848671509e-06	0.00255900222395934
Dtx3	4067.92387668051	-0.178460427415086	0.120220021649619	0.00240024077406032	0.0938752202644704
Dyrk1b	288.342166424007	-0.212074848772887	0.225885745303975	0.00155467334977368	0.0759751891202541
Eef1b2	14964.9894889408	0.161241400863511	0.0707224224041351	0.0010091778221468	0.061683781269464
Eef1d	10477.7289384578	0.131800439398795	0.0512139059188532	0.00174195641124472	0.0800422258622849
Egln1	560.340899623194	0.432199060564221	0.229992223402225	6.24359981006792e-05	0.0137402955020467
Eml3	1523.39980844421	-0.223687111952811	0.152847591933989	0.00102680033512302	0.0620353589751783
Ercc2	1013.42951240523	-0.241071332350087	0.206553205524028	0.00114304397100979	0.0649298673097518
Etv5	774.214457673912	-0.229144458566824	0.207168352046514	0.00139327612073442	0.0717365616449069
Eya2	1863.54044367498	-0.309783867252084	0.15958123385918	0.0001224046085014	0.0189450223217002
Fam160a2	485.996115964619	-0.232239024736903	0.200736392299544	0.00132321206271033	0.0694985551731076
Fam160b2	343.865695450921	-0.19654139690625	0.20210967426079	0.00235224021139635	0.0938752202644704
Fbxo45	310.903666669512	0.177676463941589	0.212810096045517	0.00256980494943635	0.0966892176847049
Fbxw5	3857.47659125013	-0.183476032603315	0.091417831408812	0.000785269041944721	0.0532963118597807
Fnbp1l	1006.10354909697	-0.245152915189637	0.192432044903759	0.00100464802325114	0.061683781269464
Fndc3b	260.080661692118	0.436053577365377	0.301006897299947	8.15866067830008e-05	0.0167204551783515
Fnip1	1148.44301309879	-0.315057819382199	0.134613359898448	3.46240703648637e-05	0.0103397366701016
Foxo3	3476.81336463197	-0.16568663965883	0.0843441505123336	0.00155310254007541	0.0759751891202541
Ftl2-ps	1889.39462755192	0.245512637878288	0.145513382462858	0.00045435359510721	0.0402449472547505
Gcnt2	12090.2332781792	-0.218244245161792	0.150570412439874	0.00115078001869259	0.0649625594715415
Gem	967.168400287444	-0.262914614512982	0.237556817356525	0.000776980040385433	0.0532963118597807
Gm10036	3152.26540065816	0.184938008184505	0.0850125247024696	0.000515962671288664	0.0425502597579291
Gm10039	2401.61064118714	0.198167989367299	0.111412884726855	0.000857948496972975	0.0558597339760109
Gm10131	1725.26690229015	0.220067087465609	0.129901702501643	0.000661984342659312	0.0500801510199332
Gm10132	10353.0306461122	0.204419327926984	0.0819285757996143	0.000117199654997923	0.0189450223217002
Gm10288	2165.30865128566	0.183809178014727	0.141149231644509	0.00275935190620699	0.099377690430628
Gm13456	8879.64863161714	0.204315029284764	0.103672457830665	0.000472468662940467	0.0411520205421147
Gm13461	310.827351346827	0.258574200582366	0.184303102741223	0.000704881966399594	0.0508502116394348
Gm13680	2734.31090477123	0.248422011138714	0.140816692712601	0.000358826061397653	0.0360620191704641
Gm15427	27876.0811549573	0.164633130056903	0.0892855472122469	0.00198693987866127	0.0861721809616911
Gm15772	5772.96271625738	0.211582491686374	0.115632088838754	0.000563727037158488	0.0449776716975612
Gm23935	2434.67798856751	0.508108049214728	0.200846884334549	1.186390287904e-05	0.00476928895737409
Gm3511	2889.92348385434	0.136642870843086	0.0582943248751819	0.00242160982555217	0.0938752202644704
Gm4149	16287.1474661079	0.241080351576036	0.108231834185154	0.000103667739851273	0.0186353586844222
Gm43568	339.932146015986	-0.240766666677518	0.190313464848785	0.00108095615082725	0.063602113876078
Gm5786	3152.32615849305	0.180083359473074	0.107841594592043	0.0016850584809103	0.079334374966101
Gm5844	445.704157357921	0.288901156950897	0.198656720318256	0.000452800537014298	0.0402449472547505
Gm6136	7757.4403430633	0.288712178414215	0.131006313868179	6.31012422596864e-05	0.0137402955020467
Gm6180	319.718169401302	0.205521629683939	0.156966674548594	0.00179725070483074	0.0810844344029504
